timestamp,heading,pitch,roll,depth,battery_pct,battery_volt,arm,mode,m1,m2,m3,m4,m5,m6,leak,ping_ms,tether_m
2026-04-22T14:46:54.300704,0.0,0.0,10.0,0.0,100.0,0,False,STABILIZE,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2026-04-22T14:46:54.306207,0.5,0.22499156259492134,9.999500004166652,3.0,75.0,0,False,STABILIZE,0.0,50.48825908847379,54.557845609540905,8.467200483592032,45.4081497184757,57.53545647978831,False,12.0,0.0
2026-04-22T14:46:54.371230,1.0,0.4499325030374349,9.998000066665778,3.0249998958334636,75.0,0,False,STABILIZE,2.9987501562406997,52.04539353564102,53.24174211800253,5.4878785339462315,47.3115152655717,56.61292011815439,False,12.149937507812036,0.0
2026-04-22T14:46:54.383837,1.5000000000000002,0.6747722105649037,9.995500337489876,3.0499991666708333,75.0,0,False,STABILIZE,5.990004998809689,53.47244160368612,51.79256199893242,2.4948397459974294,49.09662666386461,55.548880939663945,False,12.299500249940484,0.0
2026-04-22T14:46:54.435862,2.0,0.899460097191669,9.99200106660978,3.0749971875316406,75.0,0,False,STABILIZE,8.966287948415955,54.765836415631256,50.21392744790987,0.5044348420289171,50.75902206452679,54.34599848812227,False,12.448314397420798,0.0
2026-04-22T14:46:54.490948,2.5,1.123945609091135,9.987502603949663,3.0999933334666654,75.0,0,False,STABILIZE,11.920159847703673,55.92234515803358,48.50978422917541,3.502448605654805,52.29454634481529,53.00727934320919,False,12.596007992385184,0.0
2026-04-22T14:46:54.545991,3.0,1.3481782379701657,9.982005399352042,3.1249869795735616,75.0,0,False,STABILIZE,14.844237555271377,56.93907716133517,46.68439181327527,6.491708071806502,53.69936149371501,51.53606960559552,False,12.74221187776357,0.0
2026-04-22T14:46:54.601317,3.5,1.5721075324332372,9.975510002532795,3.1499775010124784,75.0,0,False,STABILIZE,17.731212399680373,57.813491125031575,44.742312730603224,9.464741648594893,54.969956204967296,49.93604653343407,False,12.886560619984019,0.0
2026-04-22T14:46:54.652063,3.9999999999999996,1.7956831093337902,9.968017063026194,3.174964273021681,75.0,0,False,STABILIZE,20.57386844732708,58.543401469599544,42.688401167450664,12.414118300403986,56.10315465350694,48.21120935112935,False,13.028693422366354,0.0
2026-04-22T14:46:54.703655,4.5,2.0188546651102244,9.959527330119943,3.199946670933171,75.0,0,False,STABILIZE,23.365100538519027,59.12698379930761,40.52779083306906,15.332466121609873,57.09612443337097,46.36586925335923,False,13.168255026925952,0.0
2026-04-22T14:46:54.757907,4.999999999999999,2.241571987103988,9.950041652780259,3.224924070188301,75.0,0,False,STABILIZE,26.09793204667381,59.56277946225531,38.26588212807022,18.21249076250576,57.94638363723833,44.40463862933366,False,13.30489660233369,0.0
2026-04-22T14:46:54.808483,5.499999999999999,2.463784964857214,9.939560979566968,3.249895846353392,75.0,0,False,STABILIZE,28.765532316252177,59.849699196243265,35.908328646237386,21.04699366137719,58.65180705990582,42.33241953422352,False,13.438276615812608,0.0
2026-04-22T14:46:54.858938,6.0,2.685443601387363,9.928086358538662,3.2748613751353384,75.0,0,False,STABILIZE,31.361233735839548,59.98702585136142,33.46102304348502,23.82889003715759,59.21063151019419,40.15439143657572,False,13.568061686791978,0.0
2026-04-22T14:46:54.913651,6.5,2.906498024436329,9.915618937147881,3.299820032397223,75.0,0,False,STABILIZE,33.87854840370212,59.97441618249031,30.93008230928785,26.551226597691148,59.62146021800786,37.875998272339295,False,13.693927420185107,0.0
2026-04-22T14:46:54.967265,7.000000000000001,3.126898497691494,9.90215996212637,3.324771194173913,75.0,0,False,STABILIZE,36.31118434416237,59.81190170723514,28.32183247739296,29.207198919341966,59.883266325532766,35.502934837860565,False,13.815559217208119,0.0
2026-04-22T14:46:55.018969,7.500000000000001,3.346595431976182,9.887710779360422,3.3497142366876638,75.0,0,False,STABILIZE,38.653061234261465,59.49988862714812,25.642792814029786,31.790168454509605,59.99539545384605,33.041132555858255,False,13.932653061713074,0.0
2026-04-22T14:46:55.072608,8.000000000000002,3.5655393964070194,9.87227283375627,3.3746485363637118,75.0,0,False,STABILIZE,40.89832560140005,59.03915681243622,22.899659523139903,34.293679124540624,59.95756733852268,30.496744649955502,False,14.044916280070002,0.0
2026-04-22T14:46:55.127779,8.500000000000002,3.7836811295156716,9.855847669095606,3.3995734698458637,75.0,0,False,STABILIZE,43.04136545397137,58.43085785269171,20.09928900935428,36.711473456563155,59.76987653015044,27.87613076482544,False,14.152068272698568,0.0
2026-04-22T14:46:55.181183,9.000000000000002,4.000971550332468,9.838436927881215,3.4244884140120804,75.0,0,False,STABILIZE,45.07682430841757,57.676512178517996,17.248680740552665,39.03750822391004,59.43279215800279,25.185841070391533,False,14.253841215420879,0.0
2026-04-22T14:46:55.233974,9.500000000000004,4.217361769429412,9.820042351172702,3.4493927459900555,75.0,0,False,STABILIZE,46.99961457764901,56.778005261244864,14.35495975283892,41.265969551038445,58.94715675745995,22.43259988981416,False,14.34998072888245,0.0
2026-04-22T14:46:55.289429,10.000000000000002,4.432803099920094,9.800665778412416,3.4742858431727868,75.0,0,False,STABILIZE,48.80493028736244,55.737582900232155,11.425358841661623,43.39128744519073,58.31418416410925,19.623288892184437,False,14.440246514368122,0.0
2026-04-22T14:46:55.342376,10.500000000000004,4.6472470684140434,9.780309147241482,3.499167083234141,75.0,0,False,STABILIZE,50.4882590884738,54.557845609540905,8.467200483592032,45.4081497184757,57.53545647978831,16.76492989193555,False,14.52441295442369,0.0
2026-04-22T14:46:55.396297,11.000000000000004,4.8606454259230265,9.758974493306056,3.5240358441444126,75.0,0,False,STABILIZE,52.045393535641026,53.24174211800251,5.487878533946205,47.311515265571735,56.612920118154385,13.864667297963482,False,14.60226967678205,0.0
2026-04-22T14:46:55.451963,11.500000000000004,5.07295015871687,9.736663950053748,3.548891504185874,75.0,0,False,STABILIZE,53.47244160368613,51.792561998932406,2.4948397459974028,49.09662666386465,55.548880939663924,10.9297502563257,False,14.673622080184307,0.0
2026-04-22T14:46:55.503835,12.000000000000004,5.2841134991263505,9.713379748520296,3.5737334419683195,75.0,0,False,STABILIZE,54.76583641563127,50.21392744790985,0.5044348420289437,50.75902206452679,54.34599848812227,7.9675145311510045,False,14.738291820781564,0.0
2026-04-22T14:46:55.556123,12.500000000000004,5.494087936290716,9.689124217106448,3.5985610364445972,75.0,0,False,STABILIZE,55.92234515803359,48.50978422917541,3.502448605654805,52.29454634481529,53.00727934320919,4.985364169049784,False,14.79611725790168,0.0
2026-04-22T14:46:55.610848,13.000000000000005,5.7028262268474235,9.663899781345132,3.6233736669261387,75.0,0,False,STABILIZE,56.93907716133518,46.68439181327526,6.491708071806529,53.69936149371501,51.53606960559552,1.990752992853409,False,14.846953858066758,0.0
2026-04-22T14:46:55.664546,13.500000000000005,5.910281405561708,9.637708963658906,3.648170713098475,75.0,0,False,STABILIZE,57.81349112503158,44.74231273060318,9.464741648594945,54.96995620496732,49.93604653343405,1.008834029061036,False,14.890674556251579,0.0
2026-04-22T14:46:55.715480,14.000000000000005,6.116406795893555,9.61055438310771,3.6729515550367418,75.0,0,False,STABILIZE,58.54340146959955,42.68840116745064,12.414118300404011,56.10315465350696,48.21120935112932,4.0058994912933805,False,14.927170073479978,0.0
2026-04-22T14:46:55.767389,14.500000000000007,6.321156020499723,9.58243875512697,3.6977155732211826,75.0,0,False,STABILIZE,59.12698379930762,40.527790833069034,15.332466121609901,57.09612443337097,46.36586925335923,6.992952291029618,False,14.95634918996538,0.0
2026-04-22T14:46:55.823158,15.000000000000007,6.5244830116684565,9.55336489125606,3.7224621485526326,75.0,0,False,STABILIZE,59.562779462255314,38.265882128070196,18.212490762505787,57.94638363723834,44.40463862933362,9.962526351897486,False,14.978138973112767,0.0
2026-04-22T14:46:55.878043,15.500000000000007,6.72634202168452,9.523335698857133,3.7471906623679967,75.0,0,False,STABILIZE,59.849699196243265,35.908328646237344,21.04699366137724,58.651807059905835,42.332419534223476,12.907199285268984,False,14.992484959812163,0.0
2026-04-22T14:46:55.929401,16.000000000000007,6.926687633122246,9.492354180824409,3.7719004964557175,75.0,0,False,STABILIZE,59.98702585136142,33.46102304348498,23.828890037157635,59.2106315101942,40.15439143657568,15.819610942366753,False,14.999351292568072,0.0
2026-04-22T14:46:55.983117,16.500000000000007,7.125474769064264,9.460423435283868,3.7965910330712305,75.0,0,False,STABILIZE,59.97441618249031,30.93008230928783,26.55122659769117,59.62146021800787,37.87599827233926,18.69248181080272,False,14.998720809124515,0.0
2026-04-22T14:46:56.039040,17.000000000000007,7.322658703243616,9.427546655283463,3.8212616549524054,75.0,0,False,STABILIZE,59.81190170723513,28.321832477392913,29.20719891934201,59.883266325532766,35.502934837860565,21.51863120956802,False,14.990595085361756,0.0
2026-04-22T14:46:56.094399,17.500000000000007,7.51819507010697,9.393727128473788,3.8459117453349805,75.0,0,False,STABILIZE,59.49988862714811,25.64279281402974,31.790168454509644,59.99539545384606,33.04113255585821,24.290995236995947,False,14.974994431357405,0.0
2026-04-22T14:46:56.147925,18.00000000000001,7.7120398747967,9.358968236779347,3.8705406879679805,75.0,0,False,STABILIZE,59.039156812436204,22.899659523139853,34.293679124540674,59.95756733852267,30.496744649955456,27.002644426837104,False,14.95195784062181,0.0
2026-04-22T14:46:56.203383,18.50000000000001,7.904149503049524,9.323273456060344,3.8951478671291215,75.0,0,False,STABILIZE,58.430857852691695,20.099289009354255,36.711473456563176,59.769876530150434,27.876130764825394,29.646801068316535,False,14.921542892634584,0.0
2026-04-22T14:46:56.254432,19.00000000000001,8.094480731009543,9.286646355765102,3.919732667640207,75.0,0,False,STABILIZE,57.67651217851798,17.248680740552615,39.03750822391008,59.432792158002776,25.185841070391483,32.21685614688075,False,14.8838256089259,0.0
2026-04-22T14:46:56.309650,19.50000000000001,8.282990734953419,9.24909059857313,3.9442944748825033,75.0,0,False,STABILIZE,56.77800526124485,14.354959752838868,41.26596955103849,58.947156757459936,22.43259988981411,34.706385863292056,False,14.838900263062243,0.0
2026-04-22T14:46:56.364375,20.000000000000007,8.469637100925532,9.21060994002885,3.96883267481211,75.0,0,False,STABILIZE,55.737582900232134,11.425358841661572,43.39128744519076,58.314184164109236,19.623288892184387,37.10916768978148,False,14.786879145011607,0.0
2026-04-22T14:46:56.419443,20.500000000000007,8.654377834280956,9.17120822816605,3.9933466539753066,75.0,0,False,STABILIZE,54.557845609540884,8.46720048359198,45.408149718475734,57.535456479788294,16.764929891935502,39.41919592312738,False,14.727892280477043,0.0
2026-04-22T14:46:56.474511,21.000000000000007,8.837171369134044,9.130889403123083,4.0178357995238905,75.0,0,False,STABILIZE,53.241742118002506,5.487878533946179,47.311515265571735,56.612920118154385,13.864667297963482,41.63069669578586,False,14.662087105900126,0.0
2026-04-22T14:46:56.529741,21.500000000000004,9.017976577710618,9.08965749674885,4.042299499230499,75.0,0,False,STABILIZE,51.792561998932406,2.4948397459974028,49.09662666386465,55.548880939663924,10.9297502563257,43.73814240755259,False,14.589628099946621,0.0
2026-04-22T14:46:56.585075,22.0,9.196752779601507,9.047516632199633,4.0667371415039115,75.0,0,False,STABILIZE,50.21392744790985,0.5044348420289437,50.75902206452679,54.34599848812227,7.9675145311510045,45.73626554168467,False,14.510696372395493,0.0
2026-04-22T14:46:56.639857,22.5,9.373459750915497,9.004471023526769,4.091148115404347,75.0,0,False,STABILIZE,48.50978422917541,3.502448605654805,52.29454634481529,53.00727934320919,4.985364169049784,47.620071830949186,False,14.425489211458771,0.0
2026-04-22T14:46:56.692362,23.0,9.548057733329518,8.960524975255254,4.1155318106587275,75.0,0,False,STABILIZE,46.68439181327527,6.491708071806502,53.69936149371501,51.53606960559552,1.990752992853409,49.38485274069033,False,14.334219590663764,0.0
2026-04-22T14:46:56.748173,23.499999999999996,9.720507443034107,8.91568288195329,4.139887617675942,75.0,0,False,STABILIZE,44.742312730603224,9.464741648594893,54.969956204967296,49.93604653343407,1.0088340290609827,51.026197237713866,False,14.237115636530161,0.0
2026-04-22T14:46:56.801731,23.999999999999993,9.890770079572096,8.869949227792842,4.1642149275620834,75.0,0,False,STABILIZE,42.68840116745068,12.41411830040396,56.10315465350694,48.21120935112935,4.005899491293327,52.54000281557293,False,14.134420058372534,0.0
2026-04-22T14:46:56.856686,24.499999999999993,10.058807334568554,8.823328586101216,4.188513132135673,75.0,0,False,STABILIZE,40.527790833069076,15.332466121609848,57.096124433370946,46.365869253359264,6.992952291029566,53.922485748697596,False,14.026389541653455,0.0
2026-04-22T14:46:56.911954,24.999999999999993,10.224581400350008,8.775825618903728,4.21278162394286,75.0,0,False,STABILIZE,38.26588212807026,18.21249076250571,57.94638363723832,44.4046386293337,9.962526351897381,55.17019054973822,False,13.913294106403512,0.0
2026-04-22T14:46:56.967153,25.49999999999999,10.388054978451015,8.727445076457514,4.237019796272614,75.0,0,False,STABILIZE,35.908328646237436,21.04699366137714,58.65180705990581,42.332419534223554,12.907199285268879,56.27999860648431,False,13.795416432311871,0.0
2026-04-22T14:46:57.019381,25.999999999999986,10.54919128800615,8.678191796776499,4.26122704317189,75.0,0,False,STABILIZE,33.46102304348506,23.82889003715754,59.21063151019418,40.15439143657576,15.81961094236665,57.24913597677087,False,13.673051152174253,0.0
2026-04-22T14:46:57.074598,26.499999999999986,10.707954074025547,8.62807070514761,4.285402759460775,75.0,0,False,STABILIZE,30.930082309287915,26.551226597691077,59.621460218007854,37.87599827233934,18.69248181080262,58.075180321889164,False,13.546504115464396,0.0
2026-04-22T14:46:57.124876,26.999999999999986,10.864307615552132,8.577086813638243,4.309546340747621,75.0,0,False,STABILIZE,28.321832477393027,29.20719891934189,59.88326632553276,35.50293483786065,21.51863120956792,58.756066961171975,False,13.41609162386965,0.0
2026-04-22T14:46:57.180077,27.499999999999982,11.018216733698672,8.525245220595059,4.333657183444155,75.0,0,False,STABILIZE,25.64279281402988,31.790168454509512,59.99539545384605,33.04113255585835,24.2909952369958,59.29009403262001,False,13.282139640701494,0.0
2026-04-22T14:46:57.233984,27.99999999999998,11.169646799562884,8.472551110134162,4.357734684780564,75.0,0,False,STABILIZE,22.89965952314,34.29367912454054,59.95756733852268,30.496744649955588,27.00264442683696,59.675926746670555,False,13.144982976157,0.0
2026-04-22T14:46:57.285869,28.49999999999998,11.318563742018787,8.419009751622688,4.381778242820568,75.0,0,False,STABILIZE,20.099289009354408,36.71147345656305,59.76987653015045,27.876130764825536,29.646801068316396,59.91260072247629,False,13.004964450467721,0.0
2026-04-22T14:46:57.339342,28.99999999999998,11.46493405538257,8.364626499151873,4.4057872564764695,75.0,0,False,STABILIZE,17.248680740552793,39.03750822390994,59.43279215800281,25.185841070391678,32.21685614688057,59.99952439835512,False,12.86243403702764,0.0
2026-04-22T14:46:57.392230,29.499999999999975,11.60872480695122,8.309406791001638,4.429761125524177,75.0,0,False,STABILIZE,14.354959752839074,41.265969551038324,58.94715675745998,22.432599889814313,34.70638586329188,59.936480510386325,False,12.717747987641953,0.0
2026-04-22T14:46:57.447579,29.99999999999997,11.749903644412242,8.253356149096785,4.453699250618213,75.0,0,False,STABILIZE,11.425358841661781,43.39128744519062,58.31418416410928,19.62328889218459,37.10916768978131,59.72362663545721,False,12.57126794208309,0.0
